,GENE,POS
4096,ENSG00000135862,"[182992595, 183114727]"
1928,ENSG00000233020,"[70996209, 70997175]"
5121,ENSG00000227185,"[239433025, 239439761]"
5330,ENSG00000198104,"[248550910, 248551836]"
4831,ENSG00000239094,"[226503762, 226503865]"
709,ENSG00000184677,"[22778344, 22857650]"
3942,ENSG00000120333,"[174979925, 174992561]"
4250,ENSG00000237861,"[197191352, 197192385]"
4103,ENSG00000265042,"[183479810, 183479899]"
4931,ENSG00000168118,"[229406822, 229441641]"
2950,ENSG00000235988,"[147789799, 147790129]"
813,ENSG00000233478,"[25971035, 25985602]"
130,ENSG00000272004,"[1590786, 1594063]"
2088,ENSG00000122432,"[84971974, 85031877]"
4950,ENSG00000227043,"[230011297, 230021499]"
3856,ENSG00000010932,"[171217638, 171255117]"
2873,ENSG00000244619,"[145541593, 145542229]"
2887,ENSG00000207418,"[145969270, 145969433]"
490,ENSG00000142615,"[15783223, 15798586]"
2076,ENSG00000229486,"[84481548, 84484054]"
89,ENSG00000186827,"[1146706, 1149518]"
1526,ENSG00000239144,"[49617064, 49617175]"
2441,ENSG00000230489,"[108507065, 108537229]"
1635,ENSG00000236723,"[53676128, 53679447]"
72,ENSG00000231702,"[943456, 943609]"
351,ENSG00000203469,"[10518612, 10519395]"
186,ENSG00000256761,"[2978523, 2978959]"
4598,ENSG00000143476,"[212208919, 212280742]"
3180,ENSG00000226716,"[152095010, 152097541]"
1993,ENSG00000223905,"[76819268, 76819931]"
3901,ENSG00000251817,"[173250216, 173250309]"
2576,ENSG00000215867,"[112190913, 112192166]"
399,ENSG00000270914,"[12077273, 12077365]"
5110,ENSG00000227860,"[238113036, 238114836]"
5268,ENSG00000227671,"[247353153, 247374158]"
5336,ENSG00000203661,"[248651885, 248652898]"
1049,ENSG00000084623,"[32687529, 32697205]"
2864,ENSG00000117289,"[145438469, 145442635]"
1821,ENSG00000142856,"[63906441, 64059392]"
1100,ENSG00000121904,"[33979609, 34631443]"
2702,ENSG00000228453,"[117680851, 117681231]"
2720,ENSG00000092607,"[119425669, 119532179]"
3078,ENSG00000187145,"[150266289, 150281414]"
3249,ENSG00000263841,"[153472943, 153473240]"
4756,ENSG00000187554,"[223282748, 223316624]"
2408,ENSG00000222069,"[104066184, 104066501]"
2894,ENSG00000238765,"[146124161, 146124283]"
421,ENSG00000116726,"[12834984, 12838049]"
3821,ENSG00000000460,"[169631245, 169823221]"
1401,ENSG00000264294,"[45241536, 45241615]"
5019,ENSG00000236244,"[234404329, 234408246]"
2619,ENSG00000238256,"[114119379, 114119521]"
963,ENSG00000252777,"[29016177, 29016306]"
4696,ENSG00000207624,"[220291499, 220291583]"
1163,ENSG00000196182,"[36805225, 36851497]"
1101,ENSG00000227000,"[34304124, 34305741]"
4167,ENSG00000228012,"[187505233, 187505431]"
4206,ENSG00000232498,"[192486769, 192536347]"
4002,ENSG00000231564,"[179170840, 179171061]"
4606,ENSG00000234915,"[212472837, 212505055]"
487,ENSG00000228140,"[15729475, 15735929]"
3564,ENSG00000177807,"[160007257, 160040038]"
1249,ENSG00000116985,"[40222854, 40254533]"
435,ENSG00000204508,"[13035543, 13038381]"
3313,ENSG00000228264,"[154386845, 154387613]"
255,ENSG00000237436,"[6843952, 6844903]"
2506,ENSG00000198758,"[110292702, 110306649]"
829,ENSG00000158006,"[26286258, 26324648]"
788,ENSG00000238482,"[25104364, 25104470]"
1925,ENSG00000226088,"[70825245, 70826120]"
4525,ENSG00000244703,"[207818579, 207830755]"
3886,ENSG00000252354,"[172317283, 172317357]"
4154,ENSG00000262180,"[186369704, 186370587]"
2349,ENSG00000212248,"[100444495, 100444601]"
4949,ENSG00000225984,"[229840981, 229841608]"
1853,ENSG00000116675,"[65713902, 65881552]"
3420,ENSG00000132677,"[156339003, 156355011]"
456,ENSG00000204491,"[13474689, 13477522]"
4353,ENSG00000239046,"[202200792, 202200892]"
1433,ENSG00000117450,"[45976708, 45988719]"
3447,ENSG00000143321,"[156711899, 156736717]"
1012,ENSG00000121766,"[31769842, 31837783]"
3181,ENSG00000233792,"[152096914, 152097556]"
3941,ENSG00000116161,"[174968300, 174980851]"
2682,ENSG00000116815,"[117057157, 117113661]"
1128,ENSG00000263591,"[35729823, 35730083]"
2079,ENSG00000213540,"[84551424, 84551916]"
2262,ENSG00000250890,"[94391588, 94391744]"
1105,ENSG00000142698,"[34632484, 34684732]"
3468,ENSG00000236731,"[157599729, 157600518]"
1933,ENSG00000235782,"[71413062, 71417176]"
1770,ENSG00000162598,"[60452941, 60539442]"
398,ENSG00000116688,"[12040238, 12073571]"
4859,ENSG00000202264,"[227748882, 227749001]"
797,ENSG00000117616,"[25568728, 25664704]"
4015,ENSG00000227141,"[179555840, 179558310]"
4139,ENSG00000273004,"[185286911, 185287662]"
4722,ENSG00000272823,"[221002018, 221002553]"
4315,ENSG00000159166,"[201342372, 201368736]"
4864,ENSG00000143740,"[227916240, 227968927]"
3518,ENSG00000163564,"[158900586, 158946844]"
2402,ENSG00000060718,"[103342023, 103574052]"
1361,ENSG00000236200,"[44165436, 44173809]"
1458,ENSG00000117481,"[46805849, 46830824]"
3781,ENSG00000143164,"[167905021, 168045081]"
1334,ENSG00000164011,"[43312280, 43318148]"
755,ENSG00000117305,"[24128375, 24165110]"
65,ENSG00000268179,"[861264, 866445]"
177,ENSG00000228037,"[2512999, 2515972]"
3220,ENSG00000169474,"[152956557, 152958289]"
2621,ENSG00000232450,"[114241506, 114242253]"
4655,ENSG00000202498,"[215803368, 215803459]"
3801,ENSG00000143196,"[168664697, 168698502]"
26,ENSG00000236601,"[453633, 460480]"
2837,ENSG00000236943,"[144456138, 144521970]"
525,ENSG00000186510,"[16345370, 16360545]"
4126,ENSG00000201312,"[184984083, 184984199]"
1253,ENSG00000043514,"[40306723, 40349183]"
2641,ENSG00000116752,"[115110178, 115124260]"
1145,ENSG00000134698,"[36273773, 36323491]"
2475,ENSG00000251484,"[109646157, 109647388]"
321,ENSG00000179840,"[9712668, 9714644]"
5048,ENSG00000207181,"[235291118, 235291252]"
3252,ENSG00000196420,"[153509623, 153514241]"
664,ENSG00000203394,"[21069480, 21070455]"
4069,ENSG00000232096,"[182151865, 182152231]"
2567,ENSG00000243960,"[111981260, 111983986]"
2438,ENSG00000224550,"[108047825, 108048070]"
4424,ENSG00000219133,"[204315904, 204316386]"
4199,ENSG00000223344,"[191827837, 191859359]"
1221,ENSG00000131233,"[39330175, 39347289]"
1742,ENSG00000233216,"[58694354, 58694675]"
3385,ENSG00000132676,"[155657751, 155708801]"
332,ENSG00000265521,"[10027439, 10027516]"
5011,ENSG00000135750,"[233749750, 233808258]"
3938,ENSG00000235869,"[174891244, 174891577]"
4141,ENSG00000252407,"[185403376, 185403437]"
3837,ENSG00000238051,"[170180151, 170180598]"
598,ENSG00000179023,"[18807424, 18812478]"
1810,ENSG00000203605,"[63604921, 63628824]"
4092,ENSG00000226570,"[182924525, 182925283]"
2196,ENSG00000229067,"[92065728, 92065878]"
3508,ENSG00000203757,"[158686958, 158687953]"
4838,ENSG00000203685,"[226736501, 226796915]"
386,ENSG00000215910,"[11821844, 11849642]"
5218,ENSG00000272195,"[245132652, 245134390]"
1608,ENSG00000116157,"[53068044, 53074723]"
1459,ENSG00000225779,"[46836258, 46836627]"
2657,ENSG00000265534,"[116028272, 116028364]"
3260,ENSG00000160678,"[153600402, 153604513]"
739,ENSG00000204219,"[23707554, 23751233]"
2213,ENSG00000265543,"[92694813, 92694896]"
228,ENSG00000116254,"[6161853, 6240183]"
5108,ENSG00000232154,"[238111317, 238112443]"
498,ENSG00000235084,"[15931077, 15931538]"
7,ENSG00000238009,"[89295, 133566]"
1977,ENSG00000252338,"[76003700, 76003804]"
902,ENSG00000158195,"[27730730, 27816669]"
2363,ENSG00000137996,"[100731763, 100758325]"
3712,ENSG00000162761,"[165171104, 165325952]"
2328,ENSG00000225206,"[98453556, 98515419]"
1237,ENSG00000182109,"[39987952, 40011859]"
2107,ENSG00000273264,"[85932978, 85933343]"
1932,ENSG00000050628,"[71318036, 71513491]"
4430,ENSG00000236779,"[204497973, 204498820]"
949,ENSG00000221216,"[28807874, 28807992]"
1717,ENSG00000235612,"[56611393, 56620896]"
2340,ENSG00000223656,"[100163798, 100164734]"
4216,ENSG00000234473,"[192962579, 192963807]"
138,ENSG00000215790,"[1656277, 1677431]"
4274,ENSG00000235492,"[198985262, 199045864]"
2017,ENSG00000235613,"[78312795, 78314487]"
251,ENSG00000041988,"[6684926, 6695646]"
4352,ENSG00000238571,"[202166756, 202166859]"
1090,ENSG00000184389,"[33772367, 33786699]"
2016,ENSG00000219201,"[78276507, 78277621]"
3376,ENSG00000235919,"[155531821, 155533775]"
2226,ENSG00000206680,"[93302846, 93302940]"
912,ENSG00000226662,"[28013321, 28013982]"
4335,ENSG00000163431,"[201865580, 201915715]"
1281,ENSG00000236505,"[41029206, 41029331]"
4169,ENSG00000230426,"[187610358, 187612992]"
911,ENSG00000206767,"[28002114, 28002220]"
3409,ENSG00000260238,"[156182773, 156213123]"
3513,ENSG00000188340,"[158746472, 158747425]"
1089,ENSG00000256142,"[33764975, 33766320]"
3455,ENSG00000211581,"[156905923, 156906036]"
3777,ENSG00000143199,"[167778625, 167883453]"
936,ENSG00000252429,"[28470667, 28470728]"
3724,ENSG00000230175,"[165640493, 165640962]"
3343,ENSG00000169242,"[155099936, 155107333]"
1250,ENSG00000198754,"[40235195, 40237020]"
4855,ENSG00000237193,"[227669954, 227670155]"
3192,ENSG00000169509,"[152486978, 152488486]"
5084,ENSG00000086619,"[236378855, 236445319]"
3272,ENSG00000238511,"[153726600, 153726703]"
3005,ENSG00000223779,"[149239531, 149265510]"
2336,ENSG00000117600,"[99729509, 99775146]"
3066,ENSG00000223945,"[150025846, 150027020]"
4935,ENSG00000252506,"[229518875, 229518935]"
3027,ENSG00000233368,"[149576594, 149577296]"
3291,ENSG00000200220,"[154012392, 154012498]"
1792,ENSG00000240563,"[62660503, 62678000]"
4236,ENSG00000227421,"[196014126, 196030203]"
4486,ENSG00000233501,"[206552219, 206554954]"
4431,ENSG00000200408,"[204531541, 204531649]"
3735,ENSG00000207341,"[166011481, 166011587]"
3111,ENSG00000143409,"[150969025, 150980851]"
5207,ENSG00000179397,"[244617679, 244804479]"
4035,ENSG00000121454,"[180199421, 180249380]"
5264,ENSG00000196418,"[247285277, 247335318]"
3831,ENSG00000203260,"[169990599, 169991390]"
3644,ENSG00000173110,"[161494036, 161496681]"
1725,ENSG00000225475,"[57085082, 57085222]"
3090,ENSG00000264584,"[150541449, 150541745]"
2051,ENSG00000234108,"[80961588, 80961918]"
4837,ENSG00000177770,"[226680889, 226681190]"
3373,ENSG00000238805,"[155385349, 155385453]"
4288,ENSG00000221403,"[200113962, 200114063]"
2294,ENSG00000226026,"[95628775, 95699538]"
2046,ENSG00000236407,"[80749037, 80749655]"
403,ENSG00000120949,"[12123434, 12204264]"
5124,ENSG00000234601,"[240061316, 240063172]"
50,ENSG00000237491,"[714150, 745440]"
3928,ENSG00000227373,"[174084438, 174129142]"
2377,ENSG00000273204,"[101360484, 101360912]"
5334,ENSG00000196539,"[248636627, 248637634]"
558,ENSG00000264742,"[17007750, 17007823]"
3266,ENSG00000242565,"[153676564, 153676859]"
4278,ENSG00000236468,"[199356269, 199357603]"
3611,ENSG00000186517,"[161016736, 161039760]"
1151,ENSG00000232862,"[36545667, 36547923]"
9,ENSG00000233750,"[131025, 134836]"
1707,ENSG00000231900,"[55833139, 55834447]"
4661,ENSG00000092978,"[217600334, 217804424]"
1614,ENSG00000252018,"[53219994, 53220134]"
1071,ENSG00000224409,"[33183335, 33190838]"
5281,ENSG00000227135,"[247687981, 247690054]"
4131,ENSG00000231084,"[185140467, 185140842]"
5101,ENSG00000252396,"[237284107, 237284409]"
716,ENSG00000265422,"[23046010, 23046091]"
1896,ENSG00000162595,"[68511645, 68517314]"
4867,ENSG00000185888,"[228003394, 228034171]"
2123,ENSG00000221702,"[87071953, 87072040]"
318,ENSG00000231181,"[9636485, 9637043]"
3438,ENSG00000272405,"[156611458, 156614679]"
1672,ENSG00000157211,"[54598747, 54619443]"
427,ENSG00000120952,"[12916941, 12921764]"
2453,ENSG00000227832,"[109044980, 109046077]"
546,ENSG00000261135,"[16841140, 16842249]"
262,ENSG00000225126,"[7501156, 7501614]"
254,ENSG00000239166,"[6812779, 6812881]"
666,ENSG00000251914,"[21167734, 21167795]"
2295,ENSG00000122481,"[95699711, 95712781]"
171,ENSG00000157881,"[2439972, 2458039]"
1176,ENSG00000252368,"[37730278, 37730387]"
4273,ENSG00000233410,"[198975169, 198990166]"
3961,ENSG00000227815,"[176241619, 176242538]"
1906,ENSG00000116745,"[68894505, 68915642]"
4939,ENSG00000226920,"[229576031, 229576767]"
3321,ENSG00000160710,"[154554538, 154600475]"
1900,ENSG00000234383,"[68627444, 68628773]"
693,ENSG00000264385,"[22305444, 22305729]"
2615,ENSG00000233839,"[113711616, 113712025]"
4672,ENSG00000223375,"[218511883, 218512098]"
3925,ENSG00000236535,"[173978405, 173985344]"
4428,ENSG00000133056,"[204391756, 204463852]"
2115,ENSG00000229505,"[86495537, 86496272]"
3708,ENSG00000225487,"[164890555, 164890866]"
3921,ENSG00000117601,"[173872947, 173886516]"
781,ENSG00000264443,"[24865292, 24882515]"
2872,ENSG00000143127,"[145524891, 145543868]"
4408,ENSG00000182004,"[203830731, 203839678]"
2282,ENSG00000244433,"[95138474, 95139717]"
541,ENSG00000187144,"[16713612, 16763919]"
3523,ENSG00000162706,"[159141399, 159173103]"
2820,ENSG00000238825,"[143673129, 143673290]"
5213,ENSG00000188206,"[245003940, 245018799]"
882,ENSG00000253368,"[27320198, 27327389]"
3826,ENSG00000000457,"[169818772, 169863408]"
3636,ENSG00000188931,"[161334521, 161337664]"
4145,ENSG00000201596,"[185603205, 185603314]"
5299,ENSG00000230576,"[247996651, 247997590]"
5073,ENSG00000235674,"[235901305, 235902289]"
1171,ENSG00000234481,"[37238741, 37241369]"
2735,ENSG00000203859,"[119957554, 119965658]"
1329,ENSG00000164008,"[43232940, 43263968]"
5208,ENSG00000238952,"[244752848, 244752946]"
4076,ENSG00000270443,"[182403028, 182403596]"
75,ENSG00000188157,"[955503, 991496]"
4425,ENSG00000226330,"[204346978, 204404974]"
4090,ENSG00000224040,"[182911250, 182911539]"
3616,ENSG00000143256,"[161070346, 161087901]"
1466,ENSG00000162456,"[47011316, 47017199]"
4981,ENSG00000116906,"[231376953, 231413719]"
3496,ENSG00000236656,"[158444244, 158464676]"
5117,ENSG00000215149,"[238654658, 238655944]"
945,ENSG00000130772,"[28655513, 28662476]"
3618,ENSG00000158796,"[161090764, 161102478]"
5242,ENSG00000162852,"[246729746, 246831886]"
842,ENSG00000188782,"[26517052, 26529459]"
2665,ENSG00000177551,"[116378998, 116386538]"
5162,ENSG00000196289,"[242121039, 242122364]"
4018,ENSG00000221547,"[179679385, 179679481]"
2781,ENSG00000227552,"[142553293, 142559170]"
4087,ENSG00000135838,"[182758428, 182799519]"
225,ENSG00000266687,"[5953899, 5953984]"
4872,ENSG00000143761,"[228270361, 228286912]"
1856,ENSG00000222624,"[65881499, 65881689]"
4175,ENSG00000224278,"[188211270, 188211809]"
845,ENSG00000270733,"[26589532, 26589889]"
572,ENSG00000207005,"[17222475, 17222638]"
3910,ENSG00000238430,"[173629236, 173629339]"
3422,ENSG00000125462,"[156374042, 156400493]"
154,ENSG00000243558,"[2143610, 2144013]"
476,ENSG00000231606,"[14548386, 14549613]"
2743,ENSG00000249798,"[120081132, 120088536]"
1690,ENSG00000184313,"[55107463, 55175939]"
278,ENSG00000229305,"[8249884, 8252830]"
3295,ENSG00000264384,"[154138723, 154139025]"
5320,ENSG00000177233,"[248285234, 248286184]"
1087,ENSG00000160094,"[33722146, 33766320]"
3464,ENSG00000271736,"[157250506, 157252858]"
382,ENSG00000116663,"[11724181, 11734411]"
1099,ENSG00000235907,"[33977608, 33978343]"
2577,ENSG00000201028,"[112193053, 112193159]"
2583,ENSG00000237556,"[112451958, 112453553]"
2707,ENSG00000226755,"[118092037, 118092544]"
2517,ENSG00000186150,"[110655062, 110656569]"
918,ENSG00000269971,"[28100369, 28100552]"
3701,ENSG00000213070,"[164326004, 164326601]"
4414,ENSG00000143842,"[204042243, 204096863]"
4820,ENSG00000143751,"[226170403, 226187032]"
2678,ENSG00000233154,"[116966346, 117021464]"
297,ENSG00000236269,"[8935847, 8938066]"
3275,ENSG00000231827,"[153767649, 153774567]"
527,ENSG00000184908,"[16370272, 16383803]"
4694,ENSG00000067704,"[220267444, 220321380]"
442,ENSG00000236179,"[13171871, 13173157]"
2120,ENSG00000016602,"[87012761, 87046437]"
1138,ENSG00000239636,"[36035414, 36043330]"
2727,ENSG00000231365,"[119683019, 119818596]"
2772,ENSG00000171943,"[121107124, 121129949]"
2270,ENSG00000238389,"[94616974, 94617077]"
2688,ENSG00000203864,"[117236734, 117249225]"
2831,ENSG00000162825,"[144146808, 144224481]"
4292,ENSG00000213045,"[200298289, 200298805]"
1836,ENSG00000158966,"[64936428, 65158741]"
2912,ENSG00000213226,"[146790828, 146791942]"
2008,ENSG00000251767,"[77886010, 77886071]"
2861,ENSG00000233396,"[145373054, 145382434]"
47,ENSG00000240618,"[694412, 700305]"
2201,ENSG00000137948,"[92414928, 92479983]"
3134,ENSG00000143390,"[151313116, 151319833]"
397,ENSG00000083444,"[11994262, 12035595]"
1507,ENSG00000273395,"[48226979, 48227290]"
3541,ENSG00000132703,"[159557615, 159558655]"
5070,ENSG00000270710,"[235729061, 235730237]"
4595,ENSG00000233626,"[212109591, 212109976]"
4110,ENSG00000227554,"[183723553, 183724072]"
4929,ENSG00000177788,"[229394028, 229406775]"
4751,ENSG00000197520,"[222910549, 222924147]"
986,ENSG00000270927,"[30377712, 30378204]"
4514,ENSG00000226565,"[207323522, 207323626]"
4897,ENSG00000181201,"[228651804, 228652327]"
3695,ENSG00000200327,"[163438286, 163438395]"
4994,ENSG00000235152,"[232295837, 232321389]"
237,ENSG00000271746,"[6453615, 6454451]"
2119,ENSG00000016490,"[86934051, 86965972]"
4710,ENSG00000235163,"[220621858, 220622195]"
1104,ENSG00000201148,"[34578550, 34578664]"
2934,ENSG00000227778,"[147552868, 147566198]"
802,ENSG00000259984,"[25662920, 25663956]"
4609,ENSG00000229832,"[212530760, 212531695]"
5135,ENSG00000268365,"[240629183, 240643504]"
3068,ENSG00000023902,"[150121373, 150136916]"
3304,ENSG00000212292,"[154267979, 154268077]"
1737,ENSG00000226759,"[58326204, 58346577]"
3678,ENSG00000117143,"[162531323, 162569627]"
2701,ENSG00000134253,"[117653682, 117665209]"
4695,ENSG00000207590,"[220291195, 220291304]"
3451,ENSG00000027644,"[156809855, 156828810]"
34,ENSG00000225972,"[564442, 564813]"
2245,ENSG00000117505,"[93811445, 93835055]"
4077,ENSG00000233537,"[182410712, 182411497]"
5013,ENSG00000225486,"[233971826, 233972178]"
3432,ENSG00000163382,"[156561554, 156564091]"
564,ENSG00000227684,"[17076728, 17077459]"
4422,ENSG00000143850,"[204187979, 204346793]"
74,ENSG00000187608,"[948803, 949920]"
855,ENSG00000223583,"[26781144, 26781678]"
309,ENSG00000207865,"[9211727, 9211836]"
4165,ENSG00000272827,"[187449425, 187449746]"
282,ENSG00000265414,"[8335184, 8335438]"
2699,ENSG00000116830,"[117602925, 117650075]"
3743,ENSG00000225325,"[166356964, 166421869]"
547,ENSG00000224174,"[16847189, 16848291]"
2937,ENSG00000203835,"[147618673, 147621845]"
1570,ENSG00000227742,"[52027538, 52060569]"
1158,ENSG00000054118,"[36690017, 36770958]"
1680,ENSG00000232245,"[54881929, 54886533]"
720,ENSG00000272796,"[23243175, 23247993]"
291,ENSG00000224315,"[8846270, 8846972]"
540,ENSG00000226457,"[16695645, 16696025]"
2653,ENSG00000233730,"[115642293, 115645279]"
3931,ENSG00000266125,"[174317403, 174317493]"
1036,ENSG00000228634,"[32398621, 32399576]"
2739,ENSG00000187481,"[120009844, 120016426]"
1047,ENSG00000222046,"[32674695, 32681797]"
2646,ENSG00000009307,"[115259534, 115301297]"
2535,ENSG00000177301,"[111136202, 111174096]"
60,ENSG00000272438,"[840214, 851356]"
3972,ENSG00000266393,"[177522005, 177522095]"
5340,ENSG00000227102,"[248712745, 248713063]"
1189,ENSG00000134690,"[38158090, 38175391]"
4523,ENSG00000236911,"[207725270, 207779900]"
5057,ENSG00000230026,"[235524468, 235525855]"
4845,ENSG00000228525,"[227145770, 227145968]"
535,ENSG00000204377,"[16555368, 16556038]"
4397,ENSG00000271588,"[203369394, 203369709]"
4803,ENSG00000203691,"[225600404, 225602040]"
3977,ENSG00000224687,"[178060643, 178063119]"
3305,ENSG00000222457,"[154270126, 154270224]"
581,ENSG00000142623,"[17531621, 17572500]"
2943,ENSG00000227700,"[147718440, 147718956]"
195,ENSG00000158109,"[3541566, 3546691]"
1263,ENSG00000117000,"[40627045, 40706593]"
172,ENSG00000197921,"[2460184, 2461684]"
3232,ENSG00000229699,"[153146994, 153164152]"
4075,ENSG00000203729,"[182376756, 182383950]"
924,ENSG00000130775,"[28199055, 28213196]"
1013,ENSG00000229044,"[31805914, 31819646]"
4086,ENSG00000264809,"[182726054, 182726153]"
1173,ENSG00000264698,"[37627164, 37627235]"
1562,ENSG00000085831,"[51752930, 51810788]"
1641,ENSG00000157193,"[53711217, 53793742]"
5315,ENSG00000200085,"[248192422, 248192523]"
1430,ENSG00000236872,"[45880692, 45881016]"
3540,ENSG00000271890,"[159551410, 159552438]"
2931,ENSG00000206791,"[147486649, 147486815]"
3096,ENSG00000206931,"[150674342, 150674448]"
2385,ENSG00000271578,"[101656076, 101656550]"
